Customer_ID,Age,Age_Group,Gender,Marital_Status,Education_Level,Employment_Status,Annual_Income,Credit_Score,Annual_Income_Group,Credit_Score_Group,Number_of_Credit_Lines,Credit_Utilization_Ratio,Debt_To_Income_Ratio,Number_of_Late_Payments,Tenure_in_Years,Total_Transactions,Total_Transactions_Group,Defaulted,CLV,CLV_Group,Total_Transactions2,Avg_Transaction_Amount
CUST_01270,69,60 -69,Female,Married,High School,Employed,80723,643,Upper Middle Income,Fair,7,0.45,0.35,0,5,171,Very High Activity,1,73991,High Value,27,487.029
CUST_01271,27,20 - 29,Female,Married,Bachelor,Self-employed,75052,626,Upper Middle Income,Fair,1,0.54,0.44,1,11,74,Low Activity,0,94570,High Value,14,511.312
CUST_01272,21,20 - 29,Female,Single,Master,Employed,84005,661,Upper Middle Income,Fair,9,0.76,0.35,2,13,79,Low Activity,1,37515,Low Value,16,375.332
CUST_01273,52,50 - 59,Female,Married,High School,Self-employed,74290,556,Upper Middle Income,Poor,6,0.25,0.62,2,3,187,Very High Activity,0,45535,Moderate Value,24,593.48
CUST_01274,33,30 - 39,Female,Single,PhD,Self-employed,55007,563,Middle Income,Poor,8,0.4,0.02,3,24,132,High Activity,1,22958,Low Value,22,444.011
CUST_01275,50,50 - 59,Male,Divorced,PhD,Employed,49637,599,Middle Income,Fair,6,0.07,0.91,0,21,106,Moderate Activity,0,31415,Low Value,22,458.205
CUST_01276,43,40 - 49,Male,Divorced,Master,Employed,65551,680,Upper Middle Income,Good,7,0.61,0.32,0,14,82,Moderate Activity,0,28107,Low Value,12,759.348
CUST_01277,39,30 - 39,Male,Single,PhD,Self-employed,64364,566,Upper Middle Income,Poor,3,0.8,0.15,3,10,146,High Activity,1,36714,Low Value,18,399.925
CUST_01278,52,50 - 59,Male,Single,Master,Employed,66941,697,Upper Middle Income,Good,8,0.85,0.43,0,29,86,Moderate Activity,0,77869,High Value,22,529.809
CUST_01279,50,50 - 59,Male,Married,Bachelor,Employed,82991,655,Upper Middle Income,Fair,5,0.54,0.51,0,19,147,High Activity,0,26635,Low Value,16,547.714
CUST_01280,49,40 - 49,Female,Married,Bachelor,Self-employed,54336,595,Middle Income,Fair,7,0.77,0.05,0,22,48,Low Activity,0,53163,Moderate Value,16,284.055
CUST_01281,69,60 -69,Male,Single,Bachelor,Employed,57719,675,Middle Income,Good,7,0.15,0.8,2,15,94,Moderate Activity,0,30480,Low Value,20,398.77
CUST_01282,65,60 -69,Female,Divorced,High School,Employed,64489,603,Upper Middle Income,Fair,6,0.74,0.74,1,6,132,High Activity,0,63772,Moderate Value,15,211.695
CUST_01283,49,40 - 49,Female,Married,High School,Employed,57774,650,Middle Income,Fair,3,0,0.51,0,11,103,Moderate Activity,0,16800,Low Value,13,414.257
CUST_01284,50,50 - 59,Male,Single,Bachelor,Employed,32520,624,Middle Income,Fair,1,0.19,0.19,1,19,160,Very High Activity,1,32770,Low Value,19,343.697
CUST_01285,36,30 - 39,Female,Married,High School,Employed,53087,699,Middle Income,Good,6,0.63,0.93,1,13,131,High Activity,1,24259,Low Value,17,541.18
CUST_01286,60,60 -69,Female,Single,PhD,Employed,45239,690,Middle Income,Good,9,0.32,0.79,1,0,163,Very High Activity,0,33790,Low Value,18,380.862
CUST_01287,39,30 - 39,Male,Single,Bachelor,Employed,80521,700,Upper Middle Income,Good,2,0.41,0.23,1,13,47,Low Activity,1,51760,Moderate Value,30,377.027
CUST_01288,38,30 - 39,Male,Married,Bachelor,Employed,47590,712,Middle Income,Good,2,0.83,0.74,0,4,24,Very Low Activity,0,10394,Low Value,26,495.337
CUST_01289,21,20 - 29,Male,Single,High School,Unemployed,59365,686,Middle Income,Good,1,0.57,0.1,0,19,162,Very High Activity,0,54489,Moderate Value,19,582.384
CUST_01290,34,30 - 39,Female,Married,Bachelor,Employed,60775,664,Upper Middle Income,Fair,1,0.4,0.12,0,17,178,Very High Activity,0,90778,High Value,23,750.927
CUST_01291,67,60 -69,Male,Divorced,Bachelor,Self-employed,67479,557,Upper Middle Income,Poor,2,0.47,0.44,2,29,136,High Activity,0,30528,Low Value,23,524.922
CUST_01292,22,20 - 29,Female,Married,High School,Employed,63900,651,Upper Middle Income,Fair,1,0.85,0.7,3,24,76,Low Activity,1,17653,Low Value,25,624.928
CUST_01293,48,40 - 49,Female,Single,PhD,Self-employed,64705,548,Upper Middle Income,Poor,6,0.49,0.92,1,25,180,Very High Activity,0,25988,Low Value,19,365.134
CUST_01294,69,60 -69,Male,Single,High School,Employed,46807,586,Middle Income,Fair,5,0.88,0.97,0,4,142,High Activity,0,23756,Low Value,24,427.645
CUST_01295,50,50 - 59,Female,Married,Bachelor,Employed,55885,688,Middle Income,Good,8,0.25,0.69,0,17,26,Very Low Activity,1,30171,Low Value,24,531.069
CUST_01296,58,50 - 59,Male,Married,High School,Unemployed,39197,590,Middle Income,Fair,7,0.53,0.78,2,2,107,Moderate Activity,1,52769,Moderate Value,18,608.907
CUST_01297,24,20 - 29,Female,Married,PhD,Employed,65683,673,Upper Middle Income,Good,4,0.37,0.51,0,15,80,Moderate Activity,0,76596,High Value,28,574.466
CUST_01298,21,20 - 29,Male,Married,Bachelor,Self-employed,48449,640,Middle Income,Fair,9,0.59,0.06,1,9,25,Very Low Activity,0,63659,Moderate Value,16,642.38
CUST_01299,28,20 - 29,Female,Single,Bachelor,Employed,80228,640,Upper Middle Income,Fair,4,0.58,0.13,0,17,23,Very Low Activity,0,23269,Low Value,25,465.56
CUST_01300,49,40 - 49,Male,Married,Master,Self-employed,30336,632,Middle Income,Fair,9,0.57,0.97,0,17,81,Moderate Activity,0,14667,Low Value,19,455.077
CUST_01301,59,50 - 59,Female,Married,Bachelor,Employed,88866,674,Upper Middle Income,Good,4,0.53,0.39,3,0,77,Low Activity,1,40796,Moderate Value,14,775.526
CUST_01302,23,20 - 29,Female,Divorced,High School,Employed,63503,634,Upper Middle Income,Fair,2,0.45,0.77,0,12,118,Moderate Activity,0,23515,Low Value,18,577.422
CUST_01303,52,50 - 59,Male,Single,Bachelor,Employed,55402,628,Middle Income,Fair,2,0.91,0.22,0,2,57,Low Activity,1,30302,Low Value,17,339.209
CUST_01304,30,30 - 39,Female,Married,High School,Employed,68257,669,Upper Middle Income,Fair,6,0.27,0.53,0,12,35,Very Low Activity,0,15256,Low Value,16,721.987
CUST_01305,30,30 - 39,Male,Single,Bachelor,Employed,81929,645,Upper Middle Income,Fair,6,0.43,0.15,0,1,19,Very Low Activity,0,31519,Low Value,25,591.566
CUST_01306,39,30 - 39,Female,Married,Bachelor,Employed,88291,592,Upper Middle Income,Fair,7,0.21,0.81,0,9,72,Low Activity,0,48820,Moderate Value,18,420.079
CUST_01307,66,60 -69,Female,Single,Master,Self-employed,59933,645,Middle Income,Fair,7,0.33,0.17,2,5,125,High Activity,0,34064,Low Value,25,589.545
CUST_01308,54,50 - 59,Male,Divorced,High School,Employed,30074,585,Middle Income,Fair,3,0.25,0.71,1,25,155,High Activity,0,10171,Low Value,26,512.76
CUST_01309,53,50 - 59,Male,Married,High School,Unemployed,58736,649,Middle Income,Fair,7,0.67,0.15,1,21,161,Very High Activity,0,59107,Moderate Value,26,433.693
CUST_01310,43,40 - 49,Male,Married,PhD,Self-employed,52056,710,Middle Income,Good,9,0.71,0.82,1,19,101,Moderate Activity,1,30810,Low Value,21,511.04
CUST_01311,48,40 - 49,Female,Divorced,PhD,Employed,69834,603,Upper Middle Income,Fair,9,0.28,0.5,0,28,48,Low Activity,0,34626,Low Value,23,381.421
CUST_01312,52,50 - 59,Male,Single,PhD,Employed,53799,692,Middle Income,Good,7,0.98,0.41,3,7,143,High Activity,1,19587,Low Value,21,375.111
CUST_01313,27,20 - 29,Male,Married,Bachelor,Employed,43026,680,Middle Income,Good,4,0.28,0.34,2,26,82,Moderate Activity,0,60188,Moderate Value,26,527.321
CUST_01314,49,40 - 49,Male,Married,High School,Employed,52157,573,Middle Income,Poor,8,0.83,0.69,1,22,175,Very High Activity,1,62136,Moderate Value,17,651.142
CUST_01315,28,20 - 29,Male,Married,Master,Self-employed,80482,655,Upper Middle Income,Fair,2,0.29,0.09,3,1,88,Moderate Activity,1,75410,High Value,16,397.605
CUST_01316,21,20 - 29,Female,Married,High School,Employed,61954,708,Upper Middle Income,Good,8,0.41,0.86,2,10,142,High Activity,0,27868,Low Value,17,467.021
CUST_01317,23,20 - 29,Male,Married,High School,Employed,74742,620,Upper Middle Income,Fair,3,0.66,0.76,2,16,153,High Activity,0,75467,High Value,28,553.842
CUST_01318,44,40 - 49,Female,Married,High School,Employed,53796,618,Middle Income,Fair,5,0.56,0.37,0,11,62,Low Activity,0,47371,Moderate Value,21,453.202
CUST_01319,43,40 - 49,Female,Single,Bachelor,Employed,77657,608,Upper Middle Income,Fair,3,0.51,0.98,1,4,159,High Activity,0,84751,High Value,23,546.705
CUST_01320,28,20 - 29,Female,Married,High School,Employed,46969,662,Middle Income,Fair,6,0.79,0.83,1,20,13,Very Low Activity,0,63191,Moderate Value,14,636.289
CUST_01321,67,60 -69,Male,Single,Master,Employed,48643,568,Middle Income,Poor,6,0.71,0.27,0,5,145,High Activity,1,33544,Low Value,29,416.364
CUST_01322,57,50 - 59,Female,Single,High School,Unemployed,80501,590,Upper Middle Income,Fair,8,0.91,0.89,1,18,63,Low Activity,1,67472,Moderate Value,24,522.767
CUST_01323,23,20 - 29,Female,Single,High School,Employed,79821,606,Upper Middle Income,Fair,1,0.23,0.1,0,17,78,Low Activity,1,32491,Low Value,14,660.731
CUST_01324,53,50 - 59,Male,Single,Bachelor,Employed,31396,555,Middle Income,Poor,5,0.02,0.69,1,3,131,High Activity,0,20509,Low Value,18,643.229
CUST_01325,48,40 - 49,Male,Married,Bachelor,Unemployed,74924,567,Upper Middle Income,Poor,5,1,0.13,0,10,157,High Activity,1,41527,Moderate Value,13,373.682
CUST_01326,67,60 -69,Male,Single,PhD,Employed,39913,605,Middle Income,Fair,9,0.28,0.98,1,23,49,Low Activity,0,38792,Low Value,11,506.576
CUST_01327,28,20 - 29,Male,Single,PhD,Employed,75960,632,Upper Middle Income,Fair,4,0.04,0.05,2,13,54,Low Activity,0,36598,Low Value,17,354.954
CUST_01328,54,50 - 59,Male,Married,High School,Employed,75559,713,Upper Middle Income,Good,6,0.25,0.23,1,16,77,Low Activity,1,49851,Moderate Value,26,635.766
CUST_01329,55,50 - 59,Female,Married,PhD,Employed,83649,702,Upper Middle Income,Good,7,0.67,0.53,0,10,14,Very Low Activity,1,14088,Low Value,12,645.362
CUST_01330,52,50 - 59,Male,Married,Bachelor,Employed,85557,672,Upper Middle Income,Good,3,0.59,0.58,0,6,112,Moderate Activity,0,63922,Moderate Value,22,636.138
CUST_01331,44,40 - 49,Female,Divorced,Bachelor,Employed,63534,756,Upper Middle Income,Very Good,6,0.21,0.51,0,29,159,High Activity,0,71506,High Value,16,559.999
CUST_01332,34,30 - 39,Female,Single,Master,Employed,56283,646,Middle Income,Fair,3,0.19,0.74,3,1,191,Very High Activity,1,35883,Low Value,23,589.908
CUST_01333,52,50 - 59,Male,Single,PhD,Employed,59683,690,Middle Income,Good,6,0.44,0,2,2,133,High Activity,0,34709,Low Value,15,561.817
CUST_01334,66,60 -69,Female,Single,High School,Employed,58114,629,Middle Income,Fair,1,0.01,0.56,0,28,171,Very High Activity,0,56723,Moderate Value,22,583.002
CUST_01335,63,60 -69,Male,Divorced,High School,Employed,56105,682,Middle Income,Good,9,0,0.61,1,17,193,Very High Activity,0,66337,Moderate Value,15,373.223
CUST_01336,36,30 - 39,Female,Married,Bachelor,Unemployed,57199,617,Middle Income,Fair,6,0.62,0.21,0,2,140,High Activity,1,47259,Moderate Value,21,387.027
CUST_01337,24,20 - 29,Male,Single,High School,Self-employed,76909,556,Upper Middle Income,Poor,6,0.33,0.66,0,26,159,High Activity,1,68409,Moderate Value,18,278.906
CUST_01338,57,50 - 59,Female,Single,Bachelor,Self-employed,40581,635,Middle Income,Fair,4,0.02,0.65,1,18,148,High Activity,0,69885,Moderate Value,20,437.287
CUST_01339,41,40 - 49,Female,Married,Bachelor,Employed,76199,715,Upper Middle Income,Good,5,0.46,0.53,1,4,135,High Activity,0,33743,Low Value,24,561.667
CUST_01340,34,30 - 39,Male,Single,Master,Employed,59873,561,Middle Income,Poor,4,0.94,0.26,1,4,171,Very High Activity,0,99432,High Value,20,468.582
CUST_01341,51,50 - 59,Male,Married,Bachelor,Employed,37916,598,Middle Income,Fair,6,0.25,0.42,1,18,89,Moderate Activity,1,30994,Low Value,19,553.637
CUST_01342,68,60 -69,Female,Divorced,High School,Self-employed,68917,662,Upper Middle Income,Fair,7,0.25,0.27,2,22,27,Very Low Activity,0,25010,Low Value,21,462.02
CUST_01343,38,30 - 39,Male,Married,Master,Employed,36701,679,Middle Income,Good,1,0.47,0.77,2,21,163,Very High Activity,0,13350,Low Value,22,503.281
CUST_01344,27,20 - 29,Female,Divorced,Bachelor,Self-employed,61300,697,Upper Middle Income,Good,3,0.15,0.62,0,27,123,High Activity,0,84119,High Value,18,326.509
CUST_01345,30,30 - 39,Female,Single,Master,Unemployed,91803,700,High Income,Good,2,0.64,0.15,1,24,43,Low Activity,1,152479,Very High Value,17,689.712
CUST_01346,27,20 - 29,Male,Married,PhD,Employed,53276,649,Middle Income,Fair,5,0.84,0.57,1,3,51,Low Activity,0,69668,Moderate Value,19,301.169
CUST_01347,53,50 - 59,Male,Married,PhD,Employed,54382,587,Middle Income,Fair,8,0.19,0.9,0,13,173,Very High Activity,1,56615,Moderate Value,18,775.114
CUST_01348,43,40 - 49,Male,Married,Bachelor,Employed,71796,698,Upper Middle Income,Good,5,0.66,0.83,1,0,12,Very Low Activity,0,37497,Low Value,20,473.606
CUST_01349,41,40 - 49,Male,Married,Bachelor,Employed,69527,606,Upper Middle Income,Fair,9,0.89,0.89,0,26,172,Very High Activity,0,41128,Moderate Value,26,458.658
CUST_01350,39,30 - 39,Female,Married,High School,Employed,69534,601,Upper Middle Income,Fair,1,0.9,0.92,1,25,81,Moderate Activity,1,28935,Low Value,21,459.873
CUST_01351,68,60 -69,Female,Married,Master,Employed,53176,730,Middle Income,Good,6,0.55,0.19,1,22,38,Very Low Activity,0,82602,High Value,20,376.727
CUST_01352,39,30 - 39,Male,Single,PhD,Employed,67119,633,Upper Middle Income,Fair,3,0.15,0.72,1,5,82,Moderate Activity,0,109534,Very High Value,21,467.026
CUST_01353,56,50 - 59,Male,Single,High School,Employed,51460,662,Middle Income,Fair,2,0.66,0.64,0,20,121,High Activity,0,25883,Low Value,24,401.05
CUST_01354,49,40 - 49,Male,Single,High School,Self-employed,67000,696,Upper Middle Income,Good,4,0.73,0.03,1,3,128,High Activity,1,35815,Low Value,24,326.551
CUST_01355,38,30 - 39,Male,Divorced,Master,Unemployed,58051,654,Middle Income,Fair,3,0.75,0.78,1,4,155,High Activity,0,87826,High Value,17,371.114
CUST_01356,22,20 - 29,Female,Divorced,High School,Self-employed,71457,654,Upper Middle Income,Fair,9,0.93,0.21,1,21,166,Very High Activity,0,44955,Moderate Value,21,580.072
CUST_01357,21,20 - 29,Male,Single,High School,Employed,73563,730,Upper Middle Income,Good,9,0.62,0.92,2,20,179,Very High Activity,1,43525,Moderate Value,32,389.353
CUST_01358,67,60 -69,Female,Single,PhD,Employed,66532,601,Upper Middle Income,Fair,8,0.47,0.84,1,28,47,Low Activity,1,40382,Moderate Value,18,419.588
CUST_01359,25,20 - 29,Female,Divorced,High School,Employed,48463,657,Middle Income,Fair,7,0.5,0.77,1,0,194,Very High Activity,1,34823,Low Value,14,529.03
CUST_01360,40,40 - 49,Female,Single,High School,Employed,37383,669,Middle Income,Fair,3,0.32,0.7,2,9,190,Very High Activity,1,16198,Low Value,21,474.106
CUST_01361,31,30 - 39,Male,Single,Bachelor,Employed,43011,541,Middle Income,Poor,3,0.06,0.47,3,2,157,High Activity,0,32762,Low Value,22,445.367
CUST_01362,62,60 -69,Female,Single,Master,Employed,45399,614,Middle Income,Fair,7,0.72,0.8,1,3,149,High Activity,1,38250,Low Value,18,565.8
CUST_01363,22,20 - 29,Female,Single,Bachelor,Employed,104875,586,High Income,Fair,4,0.02,0.82,0,17,112,Moderate Activity,0,145204,Very High Value,17,419.948
CUST_01364,23,20 - 29,Female,Married,Bachelor,Employed,69889,694,Upper Middle Income,Good,8,0.06,0.1,0,13,158,High Activity,0,94516,High Value,18,653.117
CUST_01365,43,40 - 49,Male,Married,Bachelor,Employed,63397,654,Upper Middle Income,Fair,1,0.33,0.33,0,6,48,Low Activity,0,28903,Low Value,23,407.994
CUST_01366,32,30 - 39,Male,Married,Bachelor,Self-employed,51703,641,Middle Income,Fair,1,0.93,0.32,0,28,124,High Activity,1,23949,Low Value,20,565.309
CUST_01367,40,40 - 49,Female,Divorced,High School,Unemployed,74063,638,Upper Middle Income,Fair,7,0.48,0.12,1,0,199,Very High Activity,0,75984,High Value,21,661.32
CUST_01368,25,20 - 29,Male,Single,High School,Unemployed,57111,705,Middle Income,Good,9,0.22,0.98,3,28,155,High Activity,0,40820,Moderate Value,21,606.029
CUST_01369,57,50 - 59,Male,Single,Bachelor,Employed,65129,644,Upper Middle Income,Fair,2,0.9,0.58,0,24,78,Low Activity,1,40588,Moderate Value,19,502.281
CUST_01370,58,50 - 59,Female,Married,Master,Self-employed,68985,665,Upper Middle Income,Fair,5,0.57,0.59,1,12,23,Very Low Activity,0,38931,Low Value,19,399.129
CUST_01371,50,50 - 59,Male,Married,Master,Employed,66250,609,Upper Middle Income,Fair,2,0.37,0.38,3,22,84,Moderate Activity,1,45216,Moderate Value,17,476.658
CUST_01372,29,20 - 29,Male,Single,Master,Employed,61024,694,Upper Middle Income,Good,9,0.72,0.77,1,25,42,Low Activity,0,41292,Moderate Value,17,380.588
CUST_01373,54,50 - 59,Male,Single,Master,Self-employed,44781,702,Middle Income,Good,9,0.44,0.48,2,23,115,Moderate Activity,0,22318,Low Value,16,453.284
CUST_01374,64,60 -69,Female,Single,High School,Employed,60898,568,Upper Middle Income,Poor,1,0.73,0.74,1,27,107,Moderate Activity,1,46884,Moderate Value,22,280.429
CUST_01375,55,50 - 59,Male,Married,Master,Unemployed,76295,623,Upper Middle Income,Fair,7,0.22,0.88,3,19,198,Very High Activity,0,34339,Low Value,24,617.438
CUST_01376,42,40 - 49,Female,Single,Master,Employed,71311,600,Upper Middle Income,Fair,1,0.15,0.66,3,5,10,Very Low Activity,1,15050,Low Value,24,603
CUST_01377,64,60 -69,Male,Married,Bachelor,Employed,64768,659,Upper Middle Income,Fair,7,0.46,0.62,2,8,163,Very High Activity,1,19925,Low Value,21,359.326
CUST_01378,44,40 - 49,Male,Single,High School,Employed,72228,656,Upper Middle Income,Fair,8,0.32,0.79,1,4,178,Very High Activity,0,17898,Low Value,16,614.301
CUST_01379,37,30 - 39,Female,Married,Bachelor,Self-employed,42037,680,Middle Income,Good,1,0.61,0.5,1,26,115,Moderate Activity,0,17052,Low Value,23,394.01
CUST_01380,30,30 - 39,Male,Single,Bachelor,Employed,57598,615,Middle Income,Fair,3,0.79,0.81,0,26,116,Moderate Activity,0,34643,Low Value,17,353.086
CUST_01381,50,50 - 59,Female,Married,High School,Self-employed,59385,645,Middle Income,Fair,5,0.9,0.09,0,4,180,Very High Activity,1,112282,Very High Value,24,423.694
CUST_01382,66,60 -69,Male,Single,Bachelor,Employed,43933,629,Middle Income,Fair,7,0.76,0.24,0,21,78,Low Activity,0,16250,Low Value,21,488.155
CUST_01383,43,40 - 49,Male,Single,Master,Employed,67721,580,Upper Middle Income,Fair,5,0.34,0.92,0,11,110,Moderate Activity,1,105030,Very High Value,26,432.585
CUST_01384,52,50 - 59,Male,Married,Master,Self-employed,70241,592,Upper Middle Income,Fair,3,0.73,0.17,0,23,127,High Activity,1,64049,Moderate Value,24,522.547
CUST_01385,37,30 - 39,Male,Married,High School,Employed,62461,552,Upper Middle Income,Poor,8,0.53,0.45,0,19,118,Moderate Activity,1,27903,Low Value,21,573.795
CUST_01386,37,30 - 39,Female,Married,High School,Employed,63014,713,Upper Middle Income,Good,6,0.91,0.48,0,19,189,Very High Activity,0,43528,Moderate Value,17,399.845
CUST_01387,34,30 - 39,Female,Married,Bachelor,Employed,51077,587,Middle Income,Fair,1,0.71,0.42,2,20,63,Low Activity,0,74212,High Value,25,485.417
CUST_01388,29,20 - 29,Male,Single,Master,Employed,51230,630,Middle Income,Fair,7,0.15,0.87,1,28,176,Very High Activity,0,51064,Moderate Value,18,618.616
CUST_01389,60,60 -69,Female,Married,Bachelor,Employed,39563,727,Middle Income,Good,9,0.08,0.75,0,23,118,Moderate Activity,0,41286,Moderate Value,25,414.805
CUST_01390,22,20 - 29,Female,Single,Master,Employed,57221,622,Middle Income,Fair,1,0.54,0.81,0,7,141,High Activity,0,28840,Low Value,19,318.084
CUST_01391,65,60 -69,Male,Single,High School,Self-employed,51051,692,Middle Income,Good,7,0.37,0.99,2,3,28,Very Low Activity,0,19575,Low Value,14,426.113
CUST_01392,45,40 - 49,Male,Married,Bachelor,Employed,47957,628,Middle Income,Fair,2,0.17,0.97,0,12,141,High Activity,1,18507,Low Value,22,649.858
CUST_01393,59,50 - 59,Female,Married,PhD,Self-employed,60831,664,Upper Middle Income,Fair,1,0.8,0.89,1,3,162,Very High Activity,0,19682,Low Value,25,346.02
CUST_01394,29,20 - 29,Female,Married,Bachelor,Employed,54437,636,Middle Income,Fair,1,0.38,0.57,0,15,183,Very High Activity,1,68591,Moderate Value,24,515.82
CUST_01395,42,40 - 49,Female,Married,PhD,Employed,38890,587,Middle Income,Fair,3,0.09,0.3,0,12,158,High Activity,0,29539,Low Value,22,465.571
CUST_01396,63,60 -69,Female,Divorced,Bachelor,Employed,51688,744,Middle Income,Very Good,1,0.26,0.72,1,28,103,Moderate Activity,0,53859,Moderate Value,23,404.212
CUST_01397,66,60 -69,Female,Single,Master,Employed,58013,699,Middle Income,Good,2,0.68,0.95,0,23,171,Very High Activity,0,15992,Low Value,18,504.931
CUST_01398,24,20 - 29,Male,Divorced,High School,Employed,43541,638,Middle Income,Fair,7,0.65,0.99,2,9,58,Low Activity,0,42801,Moderate Value,15,523.452
CUST_01399,46,40 - 49,Male,Married,High School,Employed,65266,603,Upper Middle Income,Fair,8,0.26,0.61,2,20,66,Low Activity,1,72432,High Value,11,821.941
CUST_01400,49,40 - 49,Male,Married,High School,Employed,61134,606,Upper Middle Income,Fair,3,0.34,0.7,1,17,58,Low Activity,0,87217,High Value,16,360.62
CUST_01401,65,60 -69,Female,Married,Bachelor,Employed,46878,633,Middle Income,Fair,7,0.05,0.28,0,12,48,Low Activity,0,14991,Low Value,23,446.436
CUST_01402,54,50 - 59,Female,Married,Bachelor,Employed,71693,601,Upper Middle Income,Fair,7,0.95,0.2,2,15,60,Low Activity,0,26732,Low Value,24,453.044
CUST_01403,43,40 - 49,Female,Married,Master,Self-employed,80811,648,Upper Middle Income,Fair,4,0.33,0.64,4,15,187,Very High Activity,1,30615,Low Value,15,853.06
CUST_01404,57,50 - 59,Female,Single,PhD,Self-employed,58937,712,Middle Income,Good,1,0.93,0.23,1,21,117,Moderate Activity,1,37214,Low Value,22,435.24
CUST_01405,31,30 - 39,Female,Divorced,Bachelor,Self-employed,56830,623,Middle Income,Fair,4,0.81,0.4,0,18,32,Very Low Activity,1,41297,Moderate Value,21,373.44
CUST_01406,26,20 - 29,Female,Single,High School,Employed,55217,716,Middle Income,Good,1,0.34,0.49,0,20,105,Moderate Activity,1,25962,Low Value,29,313.83
CUST_01407,38,30 - 39,Male,Single,PhD,Unemployed,52124,594,Middle Income,Fair,4,0.69,0.93,1,14,33,Very Low Activity,1,85606,High Value,19,533.679
CUST_01408,41,40 - 49,Female,Single,Bachelor,Self-employed,45958,701,Middle Income,Good,5,0.47,0.98,2,23,48,Low Activity,1,22986,Low Value,12,367.115
CUST_01409,62,60 -69,Female,Single,Master,Employed,61724,705,Upper Middle Income,Good,9,0.98,0.25,1,26,80,Moderate Activity,0,28989,Low Value,24,567.884
CUST_01410,56,50 - 59,Male,Single,Master,Self-employed,48574,702,Middle Income,Good,7,0.64,0.13,2,13,101,Moderate Activity,0,11339,Low Value,25,466.792
CUST_01411,61,60 -69,Female,Single,PhD,Employed,21007,671,Low Income,Good,9,0.52,0.22,1,28,62,Low Activity,1,11888,Low Value,15,286.177
CUST_01412,58,50 - 59,Female,Married,Bachelor,Employed,90471,646,High Income,Fair,9,0.64,0.52,0,17,25,Very Low Activity,0,84913,High Value,10,426.564
CUST_01413,54,50 - 59,Male,Married,Master,Employed,85460,696,Upper Middle Income,Good,8,0.22,0.78,0,28,188,Very High Activity,1,115359,Very High Value,17,428.521
CUST_01414,37,30 - 39,Male,Single,Bachelor,Employed,61673,657,Upper Middle Income,Fair,2,0.31,0.52,0,14,104,Moderate Activity,0,55117,Moderate Value,10,546.625
CUST_01415,57,50 - 59,Female,Single,Bachelor,Employed,40505,655,Middle Income,Fair,5,0.71,0.93,1,0,140,High Activity,1,17974,Low Value,11,571.296
CUST_01416,45,40 - 49,Female,Divorced,Bachelor,Unemployed,94486,601,High Income,Fair,4,0.08,0.64,1,0,47,Low Activity,0,108175,Very High Value,20,698.71
CUST_01417,58,50 - 59,Female,Single,Bachelor,Employed,67792,603,Upper Middle Income,Fair,1,0.3,0.48,2,16,37,Very Low Activity,1,43534,Moderate Value,15,487.711
CUST_01418,32,30 - 39,Male,Single,Bachelor,Employed,54497,675,Middle Income,Good,6,0.62,0.77,3,10,149,High Activity,1,36524,Low Value,23,347.712
CUST_01419,43,40 - 49,Male,Single,Master,Employed,82696,632,Upper Middle Income,Fair,5,1,0.95,2,26,121,High Activity,1,82947,High Value,29,412.175
CUST_01420,62,60 -69,Male,Single,High School,Employed,45066,686,Middle Income,Good,7,0.93,0.33,1,5,104,Moderate Activity,1,31964,Low Value,22,514.455
CUST_01421,42,40 - 49,Male,Married,Bachelor,Unemployed,28847,697,Low Income,Good,1,0.83,0.28,1,15,12,Very Low Activity,0,13301,Low Value,15,621.692
CUST_01422,41,40 - 49,Male,Single,Master,Employed,50201,582,Middle Income,Fair,5,0.5,0.21,1,22,144,High Activity,1,11859,Low Value,15,437.523
CUST_01423,47,40 - 49,Female,Married,Master,Employed,70798,613,Upper Middle Income,Fair,3,0.8,0.54,1,21,145,High Activity,0,8227,Very Low Value,17,426.049
CUST_01424,51,50 - 59,Male,Single,Bachelor,Self-employed,94186,610,High Income,Fair,4,0.56,0.47,3,3,98,Moderate Activity,1,89760,High Value,14,370.855
CUST_01425,26,20 - 29,Male,Married,Master,Employed,49307,725,Middle Income,Good,4,0.46,0.25,0,17,13,Very Low Activity,0,44020,Moderate Value,11,472.808
CUST_01426,47,40 - 49,Male,Married,PhD,Unemployed,42529,643,Middle Income,Fair,6,0.22,0.72,0,28,14,Very Low Activity,0,9993,Very Low Value,26,570.121
CUST_01427,60,60 -69,Male,Single,Bachelor,Employed,60491,667,Upper Middle Income,Fair,4,0.95,0.3,1,23,90,Moderate Activity,0,15096,Low Value,18,449.136
CUST_01428,54,50 - 59,Female,Single,Master,Employed,59828,610,Middle Income,Fair,7,0.6,0.76,1,13,179,Very High Activity,1,69354,Moderate Value,20,568.552
CUST_01429,32,30 - 39,Female,Single,Bachelor,Self-employed,88256,652,Upper Middle Income,Fair,3,0.68,0.84,0,8,121,High Activity,0,80017,High Value,20,468.608
CUST_01430,65,60 -69,Female,Married,PhD,Employed,63812,621,Upper Middle Income,Fair,8,0.14,0.87,0,2,48,Low Activity,1,68160,Moderate Value,19,523.338
CUST_01431,27,20 - 29,Male,Single,Bachelor,Employed,91695,559,High Income,Poor,2,0.43,0.15,0,20,147,High Activity,1,24972,Low Value,11,437.111
